Date,Circuit,Country,International,Tournament,CA_1,CA_2,CA_3,CA_4,CA_5,CA_6,CA_7,CA_8,Event_Link,Round_Code,Round,Motion,Infoslide,Topic_Area_1,Topic_Area_2,Topic_Area_3,Topic_Area_Specific_1
2014-10-26,IoNA,United Kingdom,0,SDA Novices,,,,,,,,,,3,3,THW unconditionally lift non-arms related sanctions on North Korea,,,,,
2014-10-26,IoNA,United Kingdom,0,SDA Novices,,,,,,,,,,4,4,TH Supports Vigilanteism in high crime areas,"A vigilante is a member of a self-appointed group of citizens, who undertake law enforcement in their community without legal authority, typically because the legal agencies are thought to be inadequate. Vigilanteism is by definition illegal.",,,,
2014-10-26,IoNA,United Kingdom,0,SDA Novices,,,,,,,,,,Open_Z,Open_Final,THBT the UK should unilateraly remove all restrictions on immigration from its former colonies,,,,,
2014-10-24,Europe,Belgrade,0,Belgrade Open,,,,,,,,,,1,1,THW allow individuals to grant amnesty to criminals for crimes they committed against them,,,,,
2014-10-24,Europe,Belgrade,0,Belgrade Open,,,,,,,,,,2,2,THW break up banks that are deemed too big to fail,,,,,
2014-10-24,Europe,Belgrade,0,Belgrade Open,,,,,,,,,,3,3,"THBT the LGBTQ lobby should make up evidence that prominent anti-LGBTQ rights campaigners are, themselves LGBTQ",,,,,
2014-10-24,Europe,Belgrade,0,Belgrade Open,,,,,,,,,,4,4,THBT developing nations should hold the Catholic Church financially liable for the medical expenses of Catholic HIV/AIDS victims in areas where the church campaigns against condom use,,,,,
2014-10-24,Europe,Belgrade,0,Belgrade Open,,,,,,,,,,5,5,THW ban dating services built around matching rich men/women with younger men/women,,,,,
2014-10-24,Europe,Belgrade,0,Belgrade Open,,,,,,,,,,Open_Y,Open_Semis,THBT Serbia should immediately cut off political and economic ties with the Russian Federation,,,,,
2014-10-24,Europe,Belgrade,0,Belgrade Open,,,,,,,,,,Open_Z,Open_Final,THW immediately evacuate all relics off cultural or historical import currently located in unstable countries to stable Western nations,,,,,
2014-10-31,Europe,Thessaloniki,0,Thessaloniki Open,,,,,,,,,,1,1,"THB that states should no longer fund or own public broadcasters, such as the BBC, NERIT or PBS",,,,,
2014-10-31,Europe,Thessaloniki,0,Thessaloniki Open,,,,,,,,,,2,2,TH welcomes the rise of art that celebrates a lack of economic wealth,,,,,
2014-10-31,Europe,Thessaloniki,0,Thessaloniki Open,,,,,,,,,,3,3,"THBT Google, Youtube and social media platforms should remove content which is deemed as insulting to religion",,,,,
2014-10-31,Europe,Thessaloniki,0,Thessaloniki Open,,,,,,,,,,4,4,TH supports Greek youth violently protesting against Trojka mandated austerity measures,,,,,
2014-10-31,Europe,Thessaloniki,0,Thessaloniki Open,,,,,,,,,,5,5,THW lift all limits on international migration,,,,,
2014-10-31,Europe,Thessaloniki,0,Thessaloniki Open,,,,,,,,,,Open_Y,Open_Semis,"THBT international courts should punish states with the capacity to prevent crimes against humanity, but do not do so",,,,,
2014-10-31,Europe,Thessaloniki,0,Thessaloniki Open,,,,,,,,,,Open_Z,Open_Final,THW significantly lower labour regulations for youth in EU areas with high youth unemployment,,,,,
2014-11-08,Europe,Skopje,0,Skopje Open,,,,,,,,,,1,1,THBT the interests of the ethnic Albanians in Macedonia is best served through participation in ethnic Macedonian parties.,,,,,
2014-11-08,Europe,Skopje,0,Skopje Open,,,,,,,,,,2,2,THW ban all medical procedures intended to change an individual's racial appearance.,,,,,
2014-11-08,Europe,Skopje,0,Skopje Open,,,,,,,,,,3,3,TH supports the US's use of drones to eliminate terrorist targets.,,,,,
2014-11-08,Europe,Skopje,0,Skopje Open,,,,,,,,,,4,4,THBT homosexual football players from top western leagues should publicly declare their sexuality,,,,,
2014-11-08,Europe,Skopje,0,Skopje Open,,,,,,,,,,5,5,TH supports the radical redistribution of wealth.,,,,,
2014-11-08,Europe,Skopje,0,Skopje Open,,,,,,,,,,Open_Z,Open_Final,This House Would suspend the right of free movement of people in the EU.,,,,,
2014-11-08,Europe,Cologne,0,Tilbury House,,,,,,,,,,1,1,THBT the EU should send a single unified team to the next world cup.,,,,,
2014-11-08,Europe,Cologne,0,Tilbury House,,,,,,,,,,2,2,"THW criminalise all forms of high school bullying (including physical, verbal, written, cyber bullying and boycotting)",,,,,
2014-11-08,Europe,Cologne,0,Tilbury House,,,,,,,,,,3,3,THBT donations to disease charities should be redistributed among these disease charities according to the number of people affected by each disease.,"For the purpose of this debate a Disease Charity is a charity organisation dedicated to funding research, treatment, public campaigns and other activities focussed on a specific disease.",,,,
2014-11-08,Europe,Cologne,0,Tilbury House,,,,,,,,,,4,4,"THS the use of feminist catch phrases about freedom, empowerment and choice in advertisement of fashion and beauty products.",,,,,
2014-11-08,Europe,Cologne,0,Tilbury House,,,,,,,,,,5,5,"THBT governments should tax individual income out of labour (paid salary) significantly less than individual's income generated out of capital (which includes inheritance, real estate, stock portfolios, etc.)",,,,,
2014-11-08,Europe,Cologne,0,Tilbury House,,,,,,,,,,Open_Y,Open_Semis,THBT the German government should significantly fund films and tv shows that sympathetically depict the narratives of non-Jewish German civilians under the Nazi regime.,,,,,
2014-11-08,Europe,Cologne,0,Tilbury House,,,,,,,,,,Open_Z,Open_Final,This house would ban anti EU parties from participating in the EU elections.,,,,,
2014-11-08,IoNA,Durham,0,Durham Open,,,,,,,,,,1,1,THW ban religious organizations from providing rehabilitation services to drug and alcohol addicts.,,,,,
2014-11-08,IoNA,Durham,0,Durham Open,,,,,,,,,,2,2,THBT democracies should extend voting rights to migrant workers.,,,,,
2014-11-08,IoNA,Durham,0,Durham Open,,,,,,,,,,3,3,"TH, as a feminist, would oppose products marketed to help women protect themselves from date rape.",Undercover Color are a company that are developing a nail-varnish that changes colour in the presence of date-rape drugs such as GHB and Rohypnol. Many bars provide bottle toppers such as 'the Spikey Bottle Topper' that encourage customers to protect their drinks.,,,,
2014-11-08,IoNA,Durham,0,Durham Open,,,,,,,,,,4,4,THBT Arab-Israelis who successfully seek election to the Knesset should opt not to take up that seat.,"The Knesset has 120 seats. 12 seats are taken up by Arab-Israelis, who are divided into six parties.",,,,
2014-11-08,IoNA,Durham,0,Durham Open,,,,,,,,,,5,5,THBT the state should construct false historical narratives that promote social cohesion (e.g. racial and religious tolerance),,,,,
2014-11-08,IoNA,Durham,0,Durham Open,,,,,,,,,,Novice_Z,Novice_Final,"There is a potion which can stop you falling in love. TH, as an 18 year old, would take the potion.",,,,,
2014-11-08,IoNA,Durham,0,Durham Open,,,,,,,,,,Open_Y,Open_Semis,THBT true women’s liberation is incompatible with the existence of organized religion.,,,,,
2014-11-08,IoNA,Durham,0,Durham Open,,,,,,,,,,Open_Z,Open_Final,THBT FB should manipulate users’ newsfeeds in order to promote progressive content.,"In the past few years Facebook has engaged in a series of experiments manipulating the content that users are exposed to (e.g. skewing news feeds to show more happy/sad posts, showing or hiding posts about having voted) to determine whether this can have an effect on user’s actions/attitudes. In 2012, Facebook modified newsfeeds to test the effect of exposure to news articles about the upcoming elections, and whether it increased or decreased voter turnout. Research data suggests that these methods are effective at increasing voter turnout.",,,,
2014-11-14,IoNA,"Oxford, United Kingdom",2,Oxford IV,,,,,,,,,,1,1,"THBT in order for a law to be enacted, it should have to be passed by the legislature and then by a body chosen at random from eligible voters.",,,,,
2014-11-14,IoNA,"Oxford, United Kingdom",2,Oxford IV,,,,,,,,,,2,2,THBT press agencies should not purchase or publish the work of freelance war reporters.,,,,,
2014-11-14,IoNA,"Oxford, United Kingdom",2,Oxford IV,,,,,,,,,,3,3,THBT the EU should suspend Hungary’s membership rights.,,,,,
2014-11-14,IoNA,"Oxford, United Kingdom",2,Oxford IV,,,,,,,,,,4,4,"This house, as the gay community, regrets the existence of Grindr",,,,,
2014-11-14,IoNA,"Oxford, United Kingdom",2,Oxford IV,,,,,,,,,,5,5,This house would deny public funding to parties with explicitly ethnic-based membership or platforms,,,,,
2014-11-21,IoNA,Cambridge,2,Cambridge IV,,,,,,,,,,1,1,"THW not punish those who live below the poverty line for economic crimes, e.g. theft",,,,,
2014-11-21,IoNA,Cambridge,2,Cambridge IV,,,,,,,,,,2,2,"TH, as a superhero, would agree to use their powers solely in service of the democratic state",,,,,
2014-11-21,IoNA,Cambridge,2,Cambridge IV,,,,,,,,,,3,3,THS the objectification of men in popular culture.,,,,,
2014-11-21,IoNA,Cambridge,2,Cambridge IV,,,,,,,,,,4,4,THW require that any houses or apartments left vacant for six months or more be surrendered to the State.,,,,,
2014-11-21,IoNA,Cambridge,2,Cambridge IV,,,,,,,,,,5,5,THBT Western foreign policy should abandon attempts to universalise liberal values,,,,,
2014-11-21,IoNA,Cambridge,2,Cambridge IV,,,,,,,,,,ESL_Y,ESL_Semis,THBT Google should inform the authorities about suicide searches,,,,,
2014-11-21,IoNA,Cambridge,2,Cambridge IV,,,,,,,,,,ESL_Z,ESL_Final,"Assuming the existence of a gay gene, THW disproportionately favour embryos that possess it in IVF.",,,,,
2014-11-21,IoNA,Cambridge,2,Cambridge IV,,,,,,,,,,Open_X,Open_Quarters,THW prohibit all research aiming to create sentient artificial intelligences.,,,,,
2014-11-21,IoNA,Cambridge,2,Cambridge IV,,,,,,,,,,Open_Y,Open_Semis,THS the New Atheism movement,,,,,
2014-11-21,IoNA,Cambridge,2,Cambridge IV,,,,,,,,,,Open_Z,Open_Final,THBT unpaid domestic workers should strike for state pay,,,,,
2014-11-22,Europe,The Netherlands,0,Cicero Debattoernooi,,,,,,,,,,1,1,This House would grant an additional vote to families with children for national elections,,,,,
2014-11-22,Europe,The Netherlands,0,Cicero Debattoernooi,,,,,,,,,,2,2,THW hide the diagnosis of pseudo-epilepsy from the patient,You are a doctor. You have a patient of whom it has been commonly assumed that she suffers from epilepsy. This patient spends her spare time in visiting and forming social contacts in epilepsy support groups. A recent medical test showed that she does not suffer from epilepsy after all.,,,,
2014-11-22,Europe,The Netherlands,0,Cicero Debattoernooi,,,,,,,,,,3,3,THW submit religious organisations to the full extent of anti-discrimination laws,,,,,
2014-11-22,Europe,The Netherlands,0,Cicero Debattoernooi,,,,,,,,,,4,4,THW nationalise social media,,,,,
2014-11-22,Europe,The Netherlands,0,Cicero Debattoernooi,,,,,,,,,,5,5,THW show a more prominent role for women in history books,,,,,
2014-11-22,Europe,The Netherlands,0,Cicero Debattoernooi,,,,,,,,,,Novice_Z,Novice_Final,TH disapproves of movements that aim to further the acceptation of obesity in society,,,,,
2014-11-22,Europe,The Netherlands,0,Cicero Debattoernooi,,,,,,,,,,Open_Y,Open_Semis,THW never target civilians in a total war,,,,,
2014-11-22,Europe,The Netherlands,0,Cicero Debattoernooi,,,,,,,,,,Open_Z,Open_Final,THBT it is justified for society to demand of migrants that they accept the dominance of existing norms and values,,,,,
2014-11-23,IoNA,Cambridge,0,Cambridge Women’s,,,,,,,,,,1,1,THW legalise the buying and selling of sexual services,,,,,
2014-11-23,IoNA,Cambridge,0,Cambridge Women’s,,,,,,,,,,2,2,THBT football fans should boycott the 2022 world cup in Qatar,,,,,
2014-11-23,IoNA,Cambridge,0,Cambridge Women’s,,,,,,,,,,3,3,THBT the US and Iran should ally to fight ISIS,,,,,
2014-11-23,IoNA,Cambridge,0,Cambridge Women’s,,,,,,,,,,4,4,THW aggressively financially incentivise the enrollment of female students in areas with low female enrollment,,,,,
2014-11-23,IoNA,Cambridge,0,Cambridge Women’s,,,,,,,,,,ESL_Z,ESL_Final,THBT developed countries should grant an amnesty to illegil immigrants,,,,,
2014-11-23,IoNA,Cambridge,0,Cambridge Women’s,,,,,,,,,,Open_Y,Open_Semis,THBT individuals have a right to a basic income regardless of capacity or willingness to work,,,,,
2014-11-23,IoNA,Cambridge,0,Cambridge Women’s,,,,,,,,,,Open_Z,Open_Final,THW allow individuals to sue religious organisations for making decisions that harm them,,,,,
2014-11-23,IoNA,Yorkshire,0,Yorkshire Novice Cup,,,,,,,,,,1,1,THW replace all sin taxes with an increase in income tax,"Sin taxes are taxes above VAT, levied on goods considered to be unhealthy such as alcohol and tobacco.",,,,
2014-11-23,IoNA,Yorkshire,0,Yorkshire Novice Cup,,,,,,,,,,2,2,THBT the EU should issue a directive to all its member states to legalise gay marriage,An EU Directive is a non-binding requirement passed to EU member states to enforce a policy within a certain time frame. Not fulfilling this requirement will lead to heavy financial penalties.,,,,
2014-11-23,IoNA,Yorkshire,0,Yorkshire Novice Cup,,,,,,,,,,3,3,THW abolish all non-comprehensive schools and require children to attend their geographically closest school.,,,,,
2014-11-23,IoNA,Yorkshire,0,Yorkshire Novice Cup,,,,,,,,,,4,4,THBT sexually assertive female pop stars identifying as feminists is harmful for feminism.,,,,,
2014-11-23,IoNA,Yorkshire,0,Yorkshire Novice Cup,,,,,,,,,,Open_Z,Open_Final,THBT Western nations should not attend sporting events in countries with bad human rights records,,,,,
2014-11-28,Europe,Moscow,0,Moscow Open 2014,,,,,,,,,,1,1,THBT laws about abortion should be decided in women-only referenda,,,,,
2014-11-28,Europe,Moscow,0,Moscow Open 2014,,,,,,,,,,2,2,TH prefers a world in which people do not believe in the existence of God or a divine being,,,,,
2014-11-28,Europe,Moscow,0,Moscow Open 2014,,,,,,,,,,3,3,THBT Putin's interventionist role in global geopolitics is contrary to the interests of the Russian people,,,,,
2014-11-28,Europe,Moscow,0,Moscow Open 2014,,,,,,,,,,4,4,This House Supports the use of tiger parenting techniques,,,,,
2014-11-28,Europe,Moscow,0,Moscow Open 2014,,,,,,,,,,5,5,THBT celebrities should not act as spokespeople for humanitarian issues,,,,,
2014-11-28,Europe,Moscow,0,Moscow Open 2014,,,,,,,,,,Open_Y,Open_Semis,THW if it was technologically possible erase memory of the idea and events caused by Nazism,,,,,
2014-11-28,Europe,Moscow,0,Moscow Open 2014,,,,,,,,,,Open_Z,Open_Final,THBT a state's primary obligation is towards its own citizens,,,,,
2014-12-06,IoNA,London,0,Westminster Open,,,,,,,,,,1,1,THW base monetary criminal fines primarily on the income of the perpetrator rather than the severity of the crime,,,,,
2014-12-06,IoNA,London,0,Westminster Open,,,,,,,,,,2,2,THBT the EU should abandon its commitment to the principle of open borders between member states.,,,,,
2014-12-06,IoNA,London,0,Westminster Open,,,,,,,,,,3,3,THBT feminists should support the HeForShe movement.,https://www.youtube.com/watch?v=gkjW9PZBRfk (1:10 to 2:00),,,,
2014-12-06,IoNA,London,0,Westminster Open,,,,,,,,,,4,4,THBT it is in ASEAN's long term best interests to seek closer ties with China rather than the U.S.A.,"The Association of South East Asian Nations (also known as ASEAN) consists of the following countries; Malaysia, Brunei, Cambodia, Indonesia, Laos, the Philippines, Singapore, Thailand and Vietnam. Its aim is to accelerate economic growth, social progress and peace and stability within the region.",,,,
2014-12-06,IoNA,London,0,Westminster Open,,,,,,,,,,5,5,"THBT the music press should aggressively negatively depict the work of artists, such as John Lennon and Jimmy Page who commit morally reprehensible acts.",John Lennon freely admitted in multiple interviews to committing acts of domestic abuse. Jimmy Page has admitted on multiple occasions that he was in a relationship with a 14 year old girl.,,,,
2014-12-06,IoNA,London,0,Westminster Open,,,,,,,,,,Novice_Z,Novice_Final,THW ban religious charities from proselytising in the developing world.,To proselytise is to induce someone to convert to one's own religious faith.,,,,
2014-12-06,IoNA,London,0,Westminster Open,,,,,,,,,,Open_Y,Open_Semis,THS the decision of pop stars such as Lily Allen and Adele to not take part in Band Aid,,,,,
2014-12-06,IoNA,London,0,Westminster Open,,,,,,,,,,Open_Z,Open_Final,"THW grant an amnesty to those who commit crimes during US race riots so long as they meet the following criteria:  1. They were motivated by a desire to fight social injustice, 2. If property is targeted, it belongs to the apparatus of the state (for example, police cars and government buildings.",,,,,
